Year,Month,Dekad,Rainfall (mm),Average (mm),County
2017,11,2,13.866,35.328,Kericho
2017,11,3,35.567,37.746,Kericho
2017,12,1,30.552,26.716,Kericho
2017,12,2,4.522,22.761,Kericho
2017,12,3,9.612,32.463,Kericho
2018,1,1,5.463,18.836,Kericho
2018,1,2,4.716,25.985,Kericho
2018,1,3,9.94,22.254,Kericho
2018,2,1,2.716,18.642,Kericho
2018,2,2,15.94,23.657,Kericho
2018,2,3,23.478,17.09,Kericho
2018,3,1,79.866,35.075,Kericho
2018,3,2,110.403,38.478,Kericho
2018,3,3,59.91,54.657,Kericho
2018,4,1,135.104,61.493,Kericho
2018,4,2,127,64.373,Kericho
2018,4,3,117.448,80.179,Kericho
2018,5,1,99.045,66.373,Kericho
2018,5,2,70.567,58.224,Kericho
2018,5,3,113.284,51.836,Kericho
2018,6,1,91.731,47.821,Kericho
2018,6,2,64.045,40.597,Kericho
2018,6,3,112.388,37.612,Kericho
2018,7,1,66.433,34.03,Kericho
2018,7,2,35.313,41.478,Kericho
2018,7,3,36.164,52.896,Kericho
2018,8,1,17.925,42.97,Kericho
2018,8,2,19.791,53.657,Kericho
2018,8,3,105.687,55.761,Kericho
2018,9,1,26.597,38.821,Kericho
2018,9,2,19.97,35.478,Kericho
2018,9,3,15.776,35.313,Kericho
2018,10,1,34.06,33.358,Kericho
2018,10,2,80.657,34,Kericho
2018,10,3,39.164,41.97,Kericho
2018,11,1,29.313,43.91,Kericho
2018,11,2,42.254,35.328,Kericho
2018,11,3,12.284,37.746,Kericho
2018,12,1,46.866,26.716,Kericho
2018,12,2,30.463,22.761,Kericho
2018,12,3,26.94,32.463,Kericho
2019,1,1,4.657,18.836,Kericho
2019,1,2,8.97,25.985,Kericho
2019,1,3,3.925,22.254,Kericho
2019,2,1,2.373,18.642,Kericho
2019,2,2,9.657,23.657,Kericho
2019,2,3,22.955,17.09,Kericho
2019,3,1,27.657,35.075,Kericho
2019,3,2,4.343,38.478,Kericho
2019,3,3,16.388,54.657,Kericho
2019,4,1,22.836,61.493,Kericho
2019,4,2,13.299,64.373,Kericho
2019,4,3,126.418,80.179,Kericho
2019,5,1,65.91,66.373,Kericho
2019,5,2,34.612,58.224,Kericho
2019,5,3,80.284,51.836,Kericho
2019,6,1,111.313,47.821,Kericho
2019,6,2,33.627,40.597,Kericho
2019,6,3,65.164,37.612,Kericho
2019,7,1,40.09,34.03,Kericho
2019,7,2,61.313,41.478,Kericho
2019,7,3,32.075,52.896,Kericho
2019,8,1,35.806,42.97,Kericho
2019,8,2,54.209,53.657,Kericho
2019,8,3,80.164,55.761,Kericho
2019,9,1,49.104,38.821,Kericho
2019,9,2,22.104,35.478,Kericho
2019,9,3,53.716,35.313,Kericho
2019,10,1,42.045,33.358,Kericho
2019,10,2,88.582,34,Kericho
2019,10,3,62.701,41.97,Kericho
2019,11,1,30.612,43.91,Kericho
2019,11,2,55.149,35.328,Kericho
2019,11,3,97.119,37.746,Kericho
2019,12,1,105.448,26.716,Kericho
2019,12,2,26.284,22.761,Kericho
2019,12,3,47.985,32.463,Kericho
2020,1,1,10.761,18.836,Kericho
2020,1,2,19.567,25.985,Kericho
2020,1,3,88.627,22.254,Kericho
2020,2,1,25.821,18.642,Kericho
2020,2,2,8.955,23.657,Kericho
2020,2,3,18.418,17.09,Kericho
2020,3,1,102.119,35.075,Kericho
2020,3,2,65.284,38.478,Kericho
2020,3,3,69.299,54.657,Kericho
2020,4,1,32.254,61.493,Kericho
2020,4,2,138.657,64.373,Kericho
2020,4,3,36.507,80.179,Kericho
2020,5,1,86.119,66.373,Kericho
2020,5,2,37.597,58.224,Kericho
2020,5,3,33.731,51.836,Kericho
2020,6,1,92.821,47.821,Kericho
2020,6,2,72.97,40.597,Kericho
2020,6,3,32.433,37.612,Kericho
2020,7,1,43.955,34.03,Kericho
2020,7,2,66.373,41.478,Kericho
2020,7,3,79.164,52.896,Kericho
2020,8,1,46.552,42.97,Kericho
2020,8,2,71.239,53.657,Kericho
2020,8,3,69.104,55.761,Kericho
2020,9,1,47.09,38.821,Kericho
2020,9,2,29.94,35.478,Kericho
2020,9,3,38.134,35.313,Kericho
2020,10,1,43.328,33.358,Kericho
2020,10,2,60.104,34,Kericho
2020,10,3,73.776,41.97,Kericho
2020,11,1,37.537,43.91,Kericho
2020,11,2,57.537,35.328,Kericho
2020,11,3,96.522,37.746,Kericho
2020,12,1,19.313,26.716,Kericho
2020,12,2,36.597,22.761,Kericho
2020,12,3,12.507,32.463,Kericho
