Year,Season,Longitude_Round,Latitude_Round,Longitude,Latitude,kgs per acre,dry_weight_bags_per_acre (90kg),Crop,Yield (MT/Ha),Ward,Sub County,COUNTY_NAM
2019,LR,37.72500324,0.074999256,37.7192434,0.0539155,514.2884583,,Maize,1.27,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7192126,0.0540917,495.74035,,Maize,1.23,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7150609,0.0546073,452.4614306,,Maize,1.12,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7241761,0.0583822,409.1825111,,Maize,1.01,Nyaki East,North Imenti,Meru
2019,LR,37.82500325,0.024999255,37.8071012,0.0063301,303.5145,,Maize,0.75,unknown 5,unknown 5,Meru
2019,LR,37.82500325,0.024999255,37.8213535,0.0017968,396.2550417,,Maize,0.98,unknown 5,unknown 5,Meru
2019,LR,37.72500324,0.074999256,37.7189599,0.05424,0,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7344549,0.0665352,356.9105694,,Maize,0.88,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.726393,0.056291,351.2899306,,Maize,0.87,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7255919,0.0572976,478.8784333,,Maize,1.18,Nyaki East,North Imenti,Meru
2019,LR,34.6250032,0.024999255,34.6240199,0.036549,345.6692917,,Maize,0.85,Emabungo,Luanda,Vihiga
2019,LR,34.6250032,0.024999255,34.624095,0.0366596,306.3248194,,Maize,0.76,Emabungo,Luanda,Vihiga
2019,LR,37.72500324,0.074999256,37.7214162,0.0599947,356.9105694,,Maize,0.88,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7191877,0.0542212,827.9201083,,Maize,2.05,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7188252,0.0543922,845.9061528,,Maize,2.09,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7194315,0.0539778,778.4584861,,Maize,1.92,Nyaki East,North Imenti,Meru
2019,LR,34.6250032,0.024999255,34.6242246,0.0365076,868.9507722,,Maize,2.15,Emabungo,Luanda,Vihiga
2019,LR,37.72500324,0.074999256,37.7189543,0.0543012,,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7168908,0.0544983,559.2535694,,Maize,1.38,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.722845,0.0552235,562.0638889,,Maize,1.39,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7200509,0.0538849,573.3051667,,Maize,1.42,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7201042,0.0539156,475.50605,,Maize,1.18,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7190348,0.0542614,310.8213306,,Maize,0.77,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7191352,0.0545092,990.9186361,,Maize,2.45,Nyaki East,North Imenti,Meru
2019,LR,34.6250032,0.024999255,34.6241257,0.0366575,452.4614306,,Maize,1.12,Emabungo,Luanda,Vihiga
2019,LR,37.72500324,0.074999256,37.7185684,0.0544555,356.9105694,,Maize,0.88,Nyaki East,North Imenti,Meru
2019,LR,34.32500319,0.474999262,34.316395,0.4692449,522.7194167,,Maize,1.29,Bukhayo East,Nambale,Busia
2019,LR,34.32500319,0.474999262,34.3161252,0.4692003,643.5631528,,Maize,1.59,Bukhayo East,Nambale,Busia
2019,LR,37.72500324,0.074999256,37.7185679,0.0546486,696.3971583,,Maize,1.72,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7378802,0.0216787,0,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7192902,0.0541826,,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7350507,0.0357075,590.1670833,,Maize,1.46,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.024999255,37.7596103,0.0490591,87.11990278,,Maize,0.22,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.024999255,37.7634065,0.0231126,230.4461944,,Maize,0.57,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.074999256,37.75897,0.0612037,0,,Maize,0,Mbeu,Tigania West,Meru
2019,LR,37.72500324,0.024999255,37.749975,0.0116346,106.7921389,,Maize,0.26,Abothuguchi Central,Central Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7192806,0.0541592,134.8953333,,Maize,0.33,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7480585,0.0244336,711.0108194,,Maize,1.76,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.024999255,37.7635444,0.0230564,311.9454583,,Maize,0.77,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7228317,0.0550745,626.7012361,,Maize,1.55,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7189123,0.0542407,250.1184306,,Maize,0.62,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.024999255,37.755936,0.0140476,151.75725,,Maize,0.38,Abothuguchi Central,Central Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7189291,0.054261,,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.024999255,37.7740694,0.0093252,207.9636389,,Maize,0.51,Abothuguchi Central,Central Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7195048,0.0535299,458.0820694,,Maize,1.13,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7461248,0.011314,927.4054167,,Maize,2.29,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.024999255,37.766528,0.0093865,927.4054167,,Maize,2.29,Abothuguchi Central,Central Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7193034,0.0541891,,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7192962,0.0541638,337.2383333,,Maize,0.83,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.024999255,37.772669,0.0087353,401.8756806,,Maize,0.99,Abothuguchi Central,Central Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6817744,0.0326802,50.58575,,Maize,0.13,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6957869,0.0414446,320.3764167,,Maize,0.79,Nyaki East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6845976,0.0361319,668.8560278,,Maize,1.65,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6837753,0.0369508,28.10319444,,Maize,0.07,Ntima East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7274092,0.0166178,806.5616806,,Maize,1.99,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7028746,0.0346165,337.2383333,,Maize,0.83,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7147132,0.055388,0,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6920197,0.0355549,744.7346528,,Maize,1.84,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7021409,0.0279748,106.7921389,,Maize,0.26,Nyaki East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.684846,0.0318503,0,,Maize,0,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6826442,0.0332751,210.7739583,,Maize,0.52,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6965315,0.0280186,207.9636389,,Maize,0.51,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7192015,0.0539937,0,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.024999255,37.7709393,0.0437258,132.0850139,,Maize,0.33,Nyaki East,North Imenti,Meru
2019,LR,37.77500324,0.074999256,37.7623702,0.0511666,2.810319444,,Maize,0.01,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.719322,0.0540985,354.10025,,Maize,0.88,Nyaki East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6776593,0.0274418,103.9818194,,Maize,0.26,Ntima East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7021781,0.0146474,803.7513611,,Maize,1.99,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6765403,0.0270985,233.2565139,,Maize,0.58,Ntima East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7186936,0.0073129,0,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.676657,0.0172902,160.1882083,,Maize,0.4,Ntima West,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.696205,0.0235162,,,Maize,0,Ntima East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.701026,0.015872,230.4461944,,Maize,0.57,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.686174,0.0216154,0,,Maize,0,Ntima West,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6899468,0.0218332,154.5675694,,Maize,0.38,Ntima East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7020799,0.011636,84.30958333,,Maize,0.21,Ntima East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7046181,0.018346,266.9803472,,Maize,0.66,Nyaki East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6986395,0.0165031,151.75725,,Maize,0.38,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6901495,0.0220526,376.5828056,,Maize,0.93,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.695101,0.0206242,95.55086111,,Maize,0.24,Ntima East,North Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6742152,0.0189502,112.4127778,,Maize,0.28,Ntima West,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7132108,0.0068153,857.1474306,,Maize,2.12,Abothuguchi Central,Central Imenti,Meru
2019,LR,37.67500324,0.024999255,37.6905458,0.0222388,,,Maize,0,Ntima East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7150316,0.0456223,1562.537611,,Maize,3.86,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.718922,0.054318,272.6009861,,Maize,0.67,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7194234,0.0542087,834.664875,,Maize,2.06,Nyaki East,North Imenti,Meru
2019,LR,37.82500325,-0.075000746,37.8101721,-0.0543909,146.1366111,,Maize,0.36,Abothuguchi Central,Central Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7264823,0.0566925,188.2914028,,Maize,0.47,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7193801,0.0542487,,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7192398,0.0540917,359.7208889,,Maize,0.89,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7150416,0.0456474,233.2565139,,Maize,0.58,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7192227,0.0540416,50.58575,,Maize,0.13,Nyaki East,North Imenti,Meru
2019,LR,37.82500325,-0.075000746,37.8067511,-0.0520891,25.292875,,Maize,0.06,Abothuguchi Central,Central Imenti,Meru
2019,LR,37.72500324,0.024999255,37.7150773,0.0456396,483.3749444,,Maize,1.19,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7265371,0.0565893,162.9985278,,Maize,0.4,Nyaki East,North Imenti,Meru
2019,LR,37.72500324,0.074999256,37.7345771,0.0647884,0,,Maize,0,Nyaki East,North Imenti,Meru
2019,LR,37.47500324,-0.525000753,37.4639558,-0.501393,142.7642278,,Maize,0.35,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4755809,-0.5164729,699.7695417,,Maize,1.73,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4810159,-0.5000153,1059.490431,,Maize,2.62,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4755735,-0.5143611,0,,Maize,0,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4743816,-0.5080062,708.2005,,Maize,1.75,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.478435,-0.508352,387.8240833,,Maize,0.96,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4850946,-0.5223344,129.2746944,,Maize,0.32,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4712106,-0.5020812,921.7847778,,Maize,2.28,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4828651,-0.5145615,0,,Maize,0,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4798606,-0.4996414,75.878625,,Maize,0.19,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.46163,-0.4919788,607.029,,Maize,1.5,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4946754,-0.4885137,747.5449722,,Maize,1.85,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4858674,-0.4993247,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4858406,-0.4871904,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.487738,-0.4905514,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4917973,-0.4872301,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4843441,-0.493703,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5113742,-0.4790177,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4947237,-0.4958931,331.6176944,,Maize,0.82,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4859526,-0.499304,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4933782,-0.4837245,902.1125417,,Maize,2.23,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4856963,-0.4858715,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4916734,-0.4741723,826.2339167,,Maize,2.04,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4895414,-0.4892613,483.3749444,,Maize,1.19,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4862217,-0.4986635,314.7557778,,Maize,0.78,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4893886,-0.4891682,151.75725,,Maize,0.38,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4947838,-0.4918132,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.52500324,-0.575000754,37.5140537,-0.5607498,0,,Maize,0,Mbeti North,Manyatta,Embu
2019,LR,37.52500324,-0.575000754,37.5137654,-0.569557,0,,Maize,0,Mbeti South,Mbeere South,Embu
2019,LR,37.52500324,-0.575000754,37.5027371,-0.5644276,224.8255556,,Maize,0.56,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.675000755,37.4979006,-0.659418,0,,Maize,0,Mbeti South,Mbeere South,Embu
2019,LR,37.47500324,-0.525000753,37.4624185,-0.517804,548.0122917,,Maize,1.35,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4658902,-0.5486401,,,Maize,0,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4691156,-0.5184705,1343.332694,,Maize,3.32,Mbeti North,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4684454,-0.5220477,603.6566167,,Maize,1.49,Mbeti North,Manyatta,Embu
2019,LR,37.52500324,-0.675000755,37.5076361,-0.6594137,0,,Maize,0,Mbeti South,Mbeere South,Embu
2019,LR,37.52500324,-0.425000751,37.5164919,-0.4409511,1337.712056,,Maize,3.31,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.425000751,37.5302944,-0.4494853,0,,Maize,0,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.425000751,37.5426047,-0.4427168,0,,Maize,0,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.425000751,37.5295364,-0.4395287,1034.197556,,Maize,2.56,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.425000751,37.5143578,-0.4318496,1641.226556,,Maize,4.06,Gaturi North,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4766396,-0.479051,0,,Maize,0,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4834478,-0.4972794,314.7557778,,Maize,0.78,Gaturi South,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4764488,-0.4912908,337.2383333,,Maize,0.83,Mbeti North,Manyatta,Embu
2019,LR,37.52500324,-0.525000753,37.5458429,-0.5263171,252.92875,,Maize,0.63,Mbeti North,Manyatta,Embu
2019,LR,37.57500324,-0.525000753,37.5995016,-0.5237641,0,,Maize,0,Nthawa,Mbeere North,Embu
2019,LR,37.52500324,-0.525000753,37.5327519,-0.5326083,0,,Maize,0,Mbeti North,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5431917,-0.4960329,0,,Maize,0,Kithimu,Manyatta,Embu
2019,LR,37.57500324,-0.525000753,37.5639414,-0.5291939,22.48255556,,Maize,0.06,Nthawa,Mbeere North,Embu
2019,LR,37.52500324,-0.525000753,37.5187534,-0.5110673,0,,Maize,0,Kithimu,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5204696,-0.4965737,0,,Maize,0,Kithimu,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.521684,-0.4992289,247.3081111,,Maize,0.61,Kithimu,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5297367,-0.4945406,0,,Maize,0,Kithimu,Manyatta,Embu
2019,LR,37.52500324,-0.525000753,37.5209878,-0.5021561,505.8575,,Maize,1.25,Kithimu,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5448236,-0.4824424,103.9818194,,Maize,0.26,Kithimu,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5204557,-0.4965413,101.1715,,Maize,0.25,Kithimu,Manyatta,Embu
2019,LR,37.52500324,-0.525000753,37.5066548,-0.5088889,0,,Maize,0,Kithimu,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5235909,-0.4511759,1146.610333,,Maize,2.83,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5260333,-0.4544465,781.2688056,,Maize,1.93,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.425000751,37.5244023,-0.4488692,219.2049167,,Maize,0.54,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.425000751,37.5149187,-0.4458704,0,,Maize,0,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5192666,-0.4603087,708.2005,,Maize,1.75,Gaturi North,Manyatta,Embu
2019,LR,37.52500324,-0.475000752,37.5074403,-0.4556187,281.0319444,,Maize,0.69,Gaturi North,Manyatta,Embu
2019,LR,37.42500324,-0.525000753,37.4416354,-0.5249805,618.2702778,,Maize,1.53,Kirimari,Manyatta,Embu
2019,LR,37.42500324,-0.525000753,37.4431154,-0.503226,255.7390694,,Maize,0.63,Kirimari,Manyatta,Embu
2019,LR,37.22500324,-0.675000755,37.2012386,-0.6568716,444.0304722,,Maize,1.1,Kariti,Ndia,Kirinyaga
2019,LR,37.42500324,-0.525000753,37.4383165,-0.5006073,0,,Maize,0,Kirimari,Manyatta,Embu
2019,LR,37.42500324,-0.475000752,37.4439181,-0.498068,0,,Maize,0,Kirimari,Manyatta,Embu
2019,LR,37.42500324,-0.475000752,37.4368692,-0.4946504,281.0319444,,Maize,0.69,Kirimari,Manyatta,Embu
2019,LR,37.47500324,-0.525000753,37.4511422,-0.527655,511.4781389,,Maize,1.26,Kirimari,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4642835,-0.4939154,1135.369056,,Maize,2.81,Mbeti North,Manyatta,Embu
2019,LR,37.42500324,-0.525000753,37.449269,-0.5070139,0,,Maize,0,Kirimari,Manyatta,Embu
2019,LR,37.42500324,-0.475000752,37.4452709,-0.4742571,868.3887083,,Maize,2.15,Kirimari,Manyatta,Embu
2019,LR,37.42500324,-0.475000752,37.4447074,-0.4865377,578.9258056,,Maize,1.43,Kirimari,Manyatta,Embu
2019,LR,37.47500324,-0.475000752,37.4538042,-0.4935696,0,,Maize,0,Kirimari,Manyatta,Embu
2019,LR,37.42500324,-0.475000752,37.4478392,-0.4890887,,,Maize,0,Kirimari,Manyatta,Embu
2019,LR,37.22500324,-0.625000754,37.2117086,-0.6278885,2228.583319,,Maize,5.51,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.575000754,37.2033609,-0.5952466,0,,Maize,0,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2208608,-0.6174878,1343.332694,,Maize,3.32,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2074561,-0.6233428,910.5435,,Maize,2.25,Kariti,Ndia,Kirinyaga
2019,LR,37.12500324,-0.475000752,37.1392383,-0.4871024,764.4068889,,Maize,1.89,Konyu,Mathira,Nyeri
2019,LR,37.22500324,-0.625000754,37.2177385,-0.6055978,843.0958333,,Maize,2.08,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2044625,-0.6017975,888.0609444,,Maize,2.19,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2170657,-0.6116151,899.3022222,,Maize,2.22,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2108838,-0.6256205,1596.261444,,Maize,3.94,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2064508,-0.6062298,1124.127778,,Maize,2.78,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2049036,-0.6114506,918.9744583,,Maize,2.27,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2119305,-0.6252058,472.1336667,,Maize,1.17,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2057104,-0.6007481,1194.385764,,Maize,2.95,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2233606,-0.6314934,387.8240833,,Maize,0.96,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.575000754,37.2126759,-0.5999511,193.9120417,,Maize,0.48,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.21127,-0.628191,1048.249153,,Maize,2.59,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2129864,-0.6296981,1053.869792,,Maize,2.6,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2034045,-0.6292128,2203.290444,,Maize,5.44,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.204505,-0.628043,1798.604444,,Maize,4.44,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2159522,-0.6089004,871.1990278,,Maize,2.15,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2047709,-0.600685,2301.651625,,Maize,5.69,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2205181,-0.6140399,240.0012806,,Maize,0.59,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2096746,-0.6162182,1197.196083,,Maize,2.96,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2058586,-0.631261,1540.055056,,Maize,3.81,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.575000754,37.2077132,-0.5998915,1705.863903,,Maize,4.22,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2089078,-0.6112579,2197.669806,,Maize,5.43,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2177223,-0.6182062,980.8014861,,Maize,2.42,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2138601,-0.6155381,843.0958333,,Maize,2.08,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2008579,-0.6026171,1000.473722,,Maize,2.47,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2061644,-0.6272577,1939.120417,,Maize,4.79,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2191373,-0.6154438,863.8921972,,Maize,2.13,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2177683,-0.6401587,595.7877222,,Maize,1.47,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2131232,-0.6011831,910.5435,,Maize,2.25,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2111632,-0.6052835,747.5449722,,Maize,1.85,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2141108,-0.6192322,517.0987778,,Maize,1.28,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2114168,-0.6163859,303.5145,,Maize,0.75,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2164221,-0.6114016,1096.024583,,Maize,2.71,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2114368,-0.6098586,1455.745472,,Maize,3.6,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2067433,-0.628523,525.5297361,,Maize,1.3,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.625000754,37.2195404,-0.621763,1292.746944,,Maize,3.19,Kariti,Ndia,Kirinyaga
2019,LR,37.22500324,-0.875000758,37.2233834,-0.8911286,899.3022222,,Maize,2.22,Makuyu,Maragwa,Murang'a
2019,LR,36.97500323,-1.175000763,36.9717683,-1.170937,955.5086111,,Maize,2.36,Kiuu,Ruiru,Kiambu
2019,LR,36.97500323,-1.175000763,36.9717525,-1.1709601,,,Maize,0,Kiuu,Ruiru,Kiambu
2019,LR,36.97500323,-1.175000763,36.9717896,-1.170925,604.2186806,,Maize,1.49,Kiuu,Ruiru,Kiambu
2019,LR,36.97500323,-1.175000763,36.9717801,-1.1709263,1124.127778,,Maize,2.78,Kiuu,Ruiru,Kiambu
2019,LR,36.97500323,-0.775000757,36.9783645,-0.7944949,843.0958333,,Maize,2.08,Kigumo,Kigumo,Murang'a
2019,LR,36.97500323,-0.775000757,36.9947687,-0.7824583,,,Maize,0,Kinyona,Kigumo,Murang'a
2019,LR,37.02500323,-0.525000753,37.0162683,-0.5463469,,,Maize,0,Mukurwe-Ini West,Mukurweini,Nyeri
2019,LR,37.02500323,-0.525000753,37.008869,-0.5364874,3035.145,,Maize,7.5,Mukurwe-Ini West,Mukurweini,Nyeri
2019,LR,37.07500323,-0.575000754,37.0705518,-0.5785232,2810.319444,,Maize,6.94,Gikondi,Mukurweini,Nyeri
2019,LR,37.07500323,-0.525000753,37.05547,-0.5413587,3035.145,,Maize,7.5,Mukurwe-Ini Central,Mukurweini,Nyeri
2019,LR,37.02500323,-0.575000754,37.0489877,-0.5748742,1686.191667,,Maize,4.17,Gikondi,Mukurweini,Nyeri
2019,LR,37.07500323,-0.575000754,37.0672636,-0.5805454,1124.127778,,Maize,2.78,Gikondi,Mukurweini,Nyeri
