Year,Season,Longitude_Round,Latitude_Round,Longitude,Latitude,kgs per acre,dry_weight_bags_per_acre (90kg),Crop,Yield (MT/Ha),Ward,Sub County,COUNTY_NAM
2016,LR,34.7250032,0.374999261,34.73463434,0.38265965,1028.947388,,Maize,2.54,Ingostse-Mathia,Navakholo,Kakamega
2016,LR,34.7250032,0.174999258,34.73456024,0.195919355,1031.578979,,Maize,2.55,Idakho East,Ikolomani,Kakamega
2016,LR,34.7750032,-0.525000753,34.75576283,-0.523832445,1031.578979,,Maize,2.55,South Kasipul,Kasipul,Homa Bay
2016,LR,34.6750032,-0.775000757,34.66647536,-0.760176759,1034.210449,,Maize,2.56,Bogetenga,South Mugirango,Kisii
2016,LR,34.7250032,0.174999258,34.72001252,0.160839091,1034.210449,,Maize,2.56,Idakho South,Ikolomani,Kakamega
2016,LR,34.6250032,0.124999257,34.64661865,0.117287127,1034.210449,,Maize,2.56,North East Bunyore,Emuhaya,Vihiga
2016,LR,34.5750032,-1.02500076,34.59150125,-1.040567472,1036.842163,,Maize,2.56,East Kanyamkago,Uriri,Migori
2016,LR,34.6750032,0.32499926,34.67164413,0.340606139,1039.473633,,Maize,2.57,Shinoyi-Shikomari-Esumeyia,Navakholo,Kakamega
2016,LR,34.7250032,0.074999256,34.7345864,0.083113359,1039.473633,,Maize,2.57,Lugaga-Wamuluma,Vihiga,Vihiga
2016,LR,34.37500319,0.174999258,34.38066856,0.185557439,1042.105225,,Maize,2.58,Sigomere,Ugunja,Siaya
2016,LR,34.4750032,0.124999257,34.45276193,0.146203327,1044.736816,,Maize,2.58,North Gem,Gem,Siaya
2016,LR,34.6750032,0.174999258,34.67131122,0.164736626,1044.736816,,Maize,2.58,Kisa North,Khwisero,Kakamega
2016,LR,34.5250032,0.074999256,34.50162239,0.066754752,1047.368408,,Maize,2.59,Central Gem,Gem,Siaya
2016,LR,34.5250032,-1.02500076,34.5210853,-1.043078816,1047.368408,,Maize,2.59,God Jope,Suna East,Migori
2016,LR,34.9750032,-0.475000752,34.9698958,-0.454969134,1047.368408,,Maize,2.59,Bokeira,North Mugirango,Nyamira
2016,LR,34.4750032,0.124999257,34.46050141,0.142995385,1050,,Maize,2.59,North Gem,Gem,Siaya
2016,LR,34.6750032,-0.775000757,34.67304951,-0.762562952,1050,,Maize,2.59,Bogetenga,South Mugirango,Kisii
2016,LR,35.12500321,0.824999267,35.1047176,0.8252828,1050,,Maize,2.59,Nzoia,Likuyani,Kakamega
2016,LR,34.42500319,0.224999258,34.41407656,0.212032311,1052.631592,,Maize,2.6,Musanda,Mumias West,Kakamega
2016,LR,34.5750032,0.124999257,34.57076868,0.149913125,1052.631592,,Maize,2.6,Kisa Central,Khwisero,Kakamega
2016,LR,34.9250032,-0.425000751,34.93125145,-0.427099731,1052.631592,,Maize,2.6,Kabondo East,Kabondo Kasipul,Homa Bay
2016,LR,34.8250032,-0.575000754,34.82796256,-0.596151376,1052.631592,,Maize,2.6,Sensi,Kitutu Chache North,Kisii
2016,LR,34.8750032,0.474999262,34.88840511,0.484058051,1052.631592,,Maize,2.6,Manda-Shivanga,Malava,Kakamega
2016,LR,34.7750032,-0.525000753,34.79279106,-0.507498337,1052.631592,,Maize,2.6,Kokwanyo/Kakelo,Kabondo Kasipul,Homa Bay
2016,LR,34.8250032,-0.475000752,34.80170446,-0.4835833,1052.631592,,Maize,2.6,Kokwanyo/Kakelo,Kabondo Kasipul,Homa Bay
2016,LR,34.42500319,0.574999264,34.40626044,0.579867815,1052.631592,,Maize,2.6,Kimaeti,Bumula,Bungoma
2016,LR,34.42500319,0.574999264,34.4077375,0.57868978,1052.631592,,Maize,2.6,Kimaeti,Bumula,Bungoma
2016,LR,34.22500319,0.574999264,34.24906187,0.592579809,1052.631592,,Maize,2.6,Amukura East,Teso South,Busia
2016,LR,34.5750032,0.174999258,34.5634254,0.1596698,1055.263062,,Maize,2.61,Kisa Central,Khwisero,Kakamega
2016,LR,34.6250032,0.774999267,34.63482614,0.789591495,1055.263062,,Maize,2.61,Mukuyuni,Kabuchai,Bungoma
2016,LR,34.42500319,0.024999255,34.41578826,0.031039773,1055.789429,,Maize,2.61,West Gem,Gem,Siaya
2016,LR,34.5750032,0.124999257,34.59482962,0.102505346,1057.894775,,Maize,2.61,West Bunyore,Emuhaya,Vihiga
2016,LR,34.7750032,0.724999266,34.77031793,0.729144439,1060.526245,,Maize,2.62,Ndivisi,Webuye East,Bungoma
2016,LR,34.42500319,-1.075000761,34.43434615,-1.073238982,1062.631592,,Maize,2.63,Kakrao,Suna East,Migori
2016,LR,34.9250032,0.624999264,34.94123382,0.624287627,1063.157959,,Maize,2.63,Chekalini,Lugari,Bungoma
2016,LR,34.4750032,0.374999261,34.46113393,0.376213885,1065.789429,,Maize,2.63,Mayoni,Matungu,Kakamega
2016,LR,34.6250032,0.624999264,34.61546048,0.615227365,1065.789429,,Maize,2.63,West Nalondo,Kabuchai,Bungoma
2016,LR,34.9750032,0.624999264,34.95733847,0.640524589,1065.789429,,Maize,2.63,Lumakanda,Lugari,Kakamega
2016,LR,34.42500319,0.074999256,34.4444277,0.081290682,1068.421021,,Maize,2.64,Central Gem,Gem,Siaya
2016,LR,34.5250032,0.774999267,34.50764219,0.758537696,1068.421021,,Maize,2.64,Malakisi/South Kulisiru,Sirisia,Bungoma
2016,LR,34.42500319,0.024999255,34.42718477,0.011791703,1068.421021,,Maize,2.64,West Gem,Gem,Siaya
2016,LR,34.9250032,0.374999261,34.92175159,0.372117646,1071.578979,,Maize,2.65,Isukha North,Shinyalu,Kakamega
2016,LR,34.22500319,0.124999257,34.20182104,0.119016655,1076.315796,,Maize,2.66,West Alego,Alego Usonga,Siaya
2016,LR,35.22500321,-0.075000746,35.23819688,-0.088712213,1076.315796,,Maize,2.66,Songhor/Soba,Tinderet,Nandi
2016,LR,34.12500319,0.274999259,34.1351828,0.261678605,1078.947388,,Maize,2.67,Nangina,Funyula,Busia
2016,LR,34.8750032,0.224999258,34.85273682,0.233936355,1078.947388,,Maize,2.67,Isukha Central,Shinyalu,Kakamega
2016,LR,34.5750032,-1.02500076,34.57794889,-1.028522593,1078.947388,,Maize,2.67,East Kanyamkago,Uriri,Migori
2016,LR,34.7750032,-0.375000751,34.76995583,-0.378528172,1078.947388,,Maize,2.67,Wangchieng,Karachuonyo,Homa Bay
2016,LR,34.4750032,0.724999266,34.47237015,0.749869758,1078.947388,,Maize,2.67,Malakisi/South Kulisiru,Sirisia,Bungoma
2016,LR,34.9250032,-0.375000751,34.92882072,-0.390960043,1084.210571,,Maize,2.68,South West Nyakach,Nyakach,Kisumu
2016,LR,34.5750032,0.32499926,34.5982555,0.317658608,1084.210571,,Maize,2.68,Malaha/Isongo/Makunga,Mumias East,Kakamega
2016,LR,34.8250032,-0.475000752,34.84743554,-0.484239771,1084.210571,,Maize,2.68,Kojwach,Kabondo Kasipul,Homa Bay
2016,LR,34.42500319,0.124999257,34.44286715,0.141380629,1086.842041,,Maize,2.69,North Gem,Gem,Siaya
2016,LR,34.6250032,0.174999258,34.63734406,0.151597238,1086.842041,,Maize,2.69,Kisa East,Khwisero,Kakamega
2016,LR,35.12500321,0.774999267,35.1243,0.7711146,1086.842041,,Maize,2.69,Kongoni,Likuyani,Kakamega
2016,LR,34.6750032,0.124999257,34.66911877,0.123733445,1089.473755,,Maize,2.69,North East Bunyore,Emuhaya,Vihiga
2016,LR,34.6250032,0.124999257,34.64835441,0.115537023,1089.473755,,Maize,2.69,North East Bunyore,Emuhaya,Vihiga
2016,LR,34.8750032,-0.525000753,34.87676263,-0.54325115,1092.105225,,Maize,2.7,Bogichora,West Mugirango,Nyamira
2016,LR,34.4750032,-0.97500076,34.48684515,-0.964949629,1092.105225,,Maize,2.7,Central Kanyamkago,Uriri,Migori
2016,LR,34.7250032,0.274999259,34.70453145,0.293583156,1094.736816,,Maize,2.71,Butsotso Central,Lurambi,Kakamega
2016,LR,34.6750032,0.174999258,34.69475147,0.162261504,1094.736816,,Maize,2.71,Idakho South,Ikolomani,Kakamega
2016,LR,34.4750032,-0.97500076,34.48489618,-0.965752909,1094.736816,,Maize,2.71,Central Kanyamkago,Uriri,Migori
2016,LR,34.5750032,0.674999265,34.55727961,0.666724131,1095.789429,,Maize,2.71,Kabuchai/Chwele,Kabuchai,Bungoma
2016,LR,34.5250032,0.674999265,34.5477873,0.665747878,1097.368408,,Maize,2.71,West Nalondo,Kabuchai,Bungoma
2016,LR,34.5750032,0.574999264,34.56018477,0.584312165,1100,,Maize,2.72,Township,Kanduyi,Bungoma
2016,LR,34.4750032,0.124999257,34.47842444,0.147300769,1100,,Maize,2.72,North Gem,Gem,Siaya
2016,LR,34.5250032,-1.075000761,34.51223519,-1.071844711,1100,,Maize,2.72,God Jope,Suna East,Migori
2016,LR,34.9750032,-0.475000752,34.98414397,-0.464522361,1100,,Maize,2.72,Bokeira,North Mugirango,Nyamira
2016,LR,34.42500319,0.224999258,34.43256722,0.204451009,1102.631592,,Maize,2.72,Sidindi,Ugunja,Siaya
2016,LR,34.9750032,0.824999267,34.98991273,0.841256017,1102.631592,,Maize,2.72,Ndalu/ Tabani,Tongaren,Bungoma
2016,LR,34.8750032,-0.425000751,34.88993447,-0.425520348,1105.263184,,Maize,2.73,Kabondo East,Kabondo Kasipul,Homa Bay
2016,LR,34.8250032,-0.425000751,34.84422536,-0.418459014,1105.263184,,Maize,2.73,Kabondo West,Kabondo Kasipul,Homa Bay
2016,LR,34.6750032,0.124999257,34.68128786,0.130287968,1105.263184,,Maize,2.73,Idakho South,Ikolomani,Kakamega
2016,LR,34.8750032,-0.475000752,34.85599891,-0.495714345,1105.263184,,Maize,2.73,Kojwach,Kabondo Kasipul,Homa Bay
2016,LR,34.5250032,0.674999265,34.50943201,0.680295592,1105.263184,,Maize,2.73,Siboti,Bumula,Bungoma
2016,LR,34.5750032,0.574999264,34.5582663,0.5819767,1105.263184,,Maize,2.73,Township,Kanduyi,Bungoma
2016,LR,34.22500319,0.624999264,34.24793961,0.611702283,1105.263184,,Maize,2.73,Malaba South,Teso North,Busia
2016,LR,34.37500319,0.524999263,34.37300624,0.530366935,1105.263184,,Maize,2.73,Bukhayo East,Nambale,Busia
2016,LR,34.22500319,0.524999263,34.22150276,0.512569891,1105.263184,,Maize,2.73,Amukura Central,Teso South,Busia
2016,LR,34.12500319,0.524999263,34.13588797,0.521585293,1105.263184,,Maize,2.73,Chakol South,Teso South,Busia
2016,LR,34.5750032,0.124999257,34.5663558,0.123636991,1107.894653,,Maize,2.74,Kisa Central,Khwisero,Kakamega
2016,LR,34.8250032,0.274999259,34.81659919,0.269214025,1107.894653,,Maize,2.74,Murhanda,Shinyalu,Kakamega
2016,LR,34.9250032,0.374999261,34.9193851,0.380301124,1107.894653,,Maize,2.74,Isukha North,Shinyalu,Kakamega
2016,LR,34.6250032,-0.475000752,34.63967708,-0.481941076,1107.894653,,Maize,2.74,West Kasipul,Kasipul,Homa Bay
2016,LR,34.7750032,-0.525000753,34.79988626,-0.510824067,1107.894653,,Maize,2.74,Kokwanyo/Kakelo,Kabondo Kasipul,Homa Bay
2016,LR,34.4750032,0.774999267,34.47978576,0.764243302,1107.894653,,Maize,2.74,Malakisi/South Kulisiru,Sirisia,Bungoma
2016,LR,34.5750032,0.574999264,34.56608335,0.577802112,1110.526367,,Maize,2.74,Khalaba,Kanduyi,Bungoma
2016,LR,34.8750032,-0.375000751,34.85488881,-0.395218888,1110.526367,,Maize,2.74,Kabondo West,Kabondo Kasipul,Homa Bay
2016,LR,34.6250032,0.724999266,34.61923768,0.725521843,1110.526367,,Maize,2.74,Mukuyuni,Kabuchai,Bungoma
2016,LR,34.8250032,0.024999255,34.81131536,0.022805397,1110.526367,,Maize,2.74,Terik,Aldai,Nandi
2016,LR,34.5750032,-0.825000757,34.57851649,-0.801959368,1110.526367,,Maize,2.74,East Kamagambo,Rongo,Migori
2016,LR,34.42500319,0.724999266,34.40397352,0.708822012,1111.052612,,Maize,2.75,Ang'Urai East,Teso North,Busia
2016,LR,34.12500319,0.424999261,34.10373389,0.431482845,1115.789551,,Maize,2.76,Mayenje,Matayos,Busia
2016,LR,34.4750032,0.374999261,34.45707355,0.378811487,1115.789551,,Maize,2.76,Mayoni,Matungu,Kakamega
2016,LR,34.6750032,-0.775000757,34.65831273,-0.753330211,1115.789551,,Maize,2.76,Tabaka,South Mugirango,Kisii
2016,LR,34.17500319,0.474999262,34.19221437,0.466218766,1121.052612,,Maize,2.77,Bukhayo West,Matayos,Busia
2016,LR,34.37500319,0.174999258,34.39775859,0.153436764,1121.052612,,Maize,2.77,Sidindi,Ugunja,Siaya
2016,LR,34.7750032,0.32499926,34.77798653,0.305689221,1121.052612,,Maize,2.77,Mahiakalo,Lurambi,Kakamega
2016,LR,34.8250032,-0.475000752,34.84968265,-0.488497568,1121.052612,,Maize,2.77,Kojwach,Kabondo Kasipul,Homa Bay
2016,LR,34.12500319,0.124999257,34.12938665,0.111877494,1121.052612,,Maize,2.77,West Alego,Alego Usonga,Siaya
2016,LR,34.5750032,0.574999264,34.55836776,0.581979378,1123.684204,,Maize,2.78,Township,Kanduyi,Bungoma
2016,LR,34.5250032,-1.02500076,34.5189138,-1.011075117,1123.684204,,Maize,2.78,South Kanyamkago,Uriri,Migori
2016,LR,34.37500319,0.32499926,34.35524889,0.349482644,1126.315796,,Maize,2.78,Marachi North,Butula,Busia
2016,LR,34.37500319,0.124999257,34.39429314,0.106567372,1126.315796,,Maize,2.78,North Gem,Gem,Siaya
2016,LR,34.8250032,-0.475000752,34.84487034,-0.497889407,1126.315796,,Maize,2.78,Kojwach,Kabondo Kasipul,Homa Bay
2016,LR,34.5750032,0.574999264,34.5582553,0.5819722,1128.421021,,Maize,2.79,Township,Kanduyi,Bungoma
2016,LR,34.4750032,0.124999257,34.46774643,0.142542854,1128.947388,,Maize,2.79,North Gem,Gem,Siaya
2016,LR,34.7250032,0.424999261,34.73372472,0.448295656,1128.947388,,Maize,2.79,West Kabras,Malava,Kakamega
2016,LR,34.5250032,0.824999267,34.5208526,0.822086726,1128.947388,,Maize,2.79,Chesikaki,Mt. Elgon,Bungoma
2016,LR,34.42500319,0.024999255,34.42261883,0.028844676,1128.947388,,Maize,2.79,West Gem,Gem,Siaya
2016,LR,34.27500319,0.524999263,34.26238214,0.544539727,1128.947388,,Maize,2.79,Amukura Central,Teso South,Busia
2016,LR,34.37500319,0.424999261,34.36289351,0.431582194,1131.578979,,Maize,2.8,Namamali,Matungu,Kakamega
2016,LR,34.7750032,-0.725000756,34.78522179,-0.739358165,1131.578979,,Maize,2.8,Kiogoro,Nyaribari Chache,Kisii
2016,LR,35.0250032,-0.32500075,35.00217746,-0.340281747,1131.578979,,Maize,2.8,South East Nyakach,Nyakach,Kisumu
2016,LR,34.8750032,-0.425000751,34.85728269,-0.423916639,1131.578979,,Maize,2.8,Kabondo West,Kabondo Kasipul,Homa Bay
2016,LR,34.7250032,-0.575000754,34.73950534,-0.55618854,1131.578979,,Maize,2.8,Bogusero,Kitutu Chache South,Kisii
2016,LR,34.42500319,0.124999257,34.40775418,0.118314922,1131.578979,,Maize,2.8,North Gem,Gem,Siaya
2016,LR,34.7250032,0.374999261,34.73325114,0.357230578,1134.210449,,Maize,2.8,Ingostse-Mathia,Navakholo,Kakamega
2016,LR,34.5250032,-1.075000761,34.51902312,-1.057488627,1134.210449,,Maize,2.8,God Jope,Suna East,Migori
2016,LR,34.42500319,-1.075000761,34.43857906,-1.07325977,1134.210449,,Maize,2.8,Kakrao,Suna East,Migori
2016,LR,34.42500319,0.674999265,34.4374458,0.685593977,1134.210449,,Maize,2.8,Siboti,Bumula,Bungoma
2016,LR,34.9250032,-0.425000751,34.94175525,-0.403013933,1136.842163,,Maize,2.81,South West Nyakach,Nyakach,Kisumu
2016,LR,34.6250032,0.724999266,34.60355795,0.744432,1136.842163,,Maize,2.81,Mukuyuni,Kabuchai,Bungoma
2016,LR,34.9750032,0.224999258,34.96371031,0.203092,1136.842163,,Maize,2.81,Kapkangani,Emgwen,Nandi
2016,LR,34.6250032,-0.825000757,34.64621589,-0.817345656,1139.473633,,Maize,2.82,Boikang'A,South Mugirango,Kisii
2016,LR,34.9250032,-0.775000757,34.9181027,-0.780111296,1139.473633,,Maize,2.82,Ichuni,Nyaribari Masaba,Kisii
2016,LR,34.5750032,-0.875000758,34.5668857,-0.861464683,1139.473633,,Maize,2.82,South Sakwa,Awendo,Migori
2016,LR,34.7250032,0.32499926,34.72249906,0.309944967,1142.105347,,Maize,2.82,Butsotso East,Lurambi,Kakamega
2016,LR,35.0250032,0.624999264,35.03164808,0.606800873,1142.105347,,Maize,2.82,Tapsagoi,Turbo,Uasin Gishu
2016,LR,34.9250032,0.374999261,34.91985116,0.373255124,1144.736816,,Maize,2.83,Isukha North,Shinyalu,Kakamega
2016,LR,34.5750032,0.574999264,34.55881612,0.58231624,1147.368408,,Maize,2.84,Township,Kanduyi,Bungoma
2016,LR,34.4750032,0.274999259,34.48114786,0.27555786,1150,,Maize,2.84,Marama Central,Butere,Kakamega
2016,LR,34.5750032,0.224999258,34.55531911,0.227141805,1150,,Maize,2.84,Marama West,Butere,Kakamega
2016,LR,34.5750032,0.174999258,34.55909121,0.181784923,1150,,Maize,2.84,Kisa Central,Khwisero,Kakamega
2016,LR,34.5750032,0.074999256,34.59474479,0.079591099,1152.631592,,Maize,2.85,West Bunyore,Emuhaya,Vihiga
2016,LR,34.7250032,0.674999265,34.74722775,0.691007118,1152.631592,,Maize,2.85,Misikhu,Webute West,Bungoma
2016,LR,34.9250032,0.824999267,34.92915007,0.839672086,1153.157837,,Maize,2.85,Ndalu/ Tabani,Tongaren,Bungoma
2016,LR,34.5250032,0.624999264,34.51408341,0.618660929,1155.263184,,Maize,2.85,Marakaru/Tuuti,Kanduyi,Bungoma
2016,LR,34.42500319,0.224999258,34.44240475,0.231990396,1157.894775,,Maize,2.86,Musanda,Mumias West,Kakamega
2016,LR,34.7750032,-0.575000754,34.75266133,-0.565593874,1157.894775,,Maize,2.86,Marani,Kitutu Chache North,Kisii
2016,LR,34.7750032,-0.525000753,34.75692987,-0.524343511,1157.894775,,Maize,2.86,South Kasipul,Kasipul,Homa Bay
2016,LR,34.4750032,0.724999266,34.48986437,0.749926801,1157.894775,,Maize,2.86,Malakisi/South Kulisiru,Sirisia,Bungoma
2016,LR,34.42500319,0.574999264,34.41437831,0.587342964,1157.894775,,Maize,2.86,Kimaeti,Bumula,Bungoma
2016,LR,34.6750032,-0.475000752,34.66384781,-0.498701194,1160.526245,,Maize,2.87,West Kasipul,Kasipul,Homa Bay
2016,LR,34.9250032,0.374999261,34.93721331,0.38766805,1163.157959,,Maize,2.87,Isukha North,Shinyalu,Kakamega
2016,LR,34.6250032,0.774999267,34.6405555,0.796157804,1163.157959,,Maize,2.87,Mukuyuni,Kabuchai,Bungoma
2016,LR,34.8250032,0.674999265,34.82880433,0.699998173,1163.157959,,Maize,2.87,Mbakalo,Tongaren,Bungoma
2016,LR,34.7250032,0.124999257,34.74994732,0.137378647,1165.789429,,Maize,2.88,West Sabatia,Sabatia,Vihiga
2016,LR,34.17500319,0.424999261,34.17002759,0.449719752,1168.421143,,Maize,2.89,Bukhayo West,Matayos,Busia
2016,LR,34.6250032,0.574999264,34.61267483,0.595943461,1168.421143,,Maize,2.89,Bukembe West,Kanduyi,Bungoma
2016,LR,34.4750032,0.574999264,34.48901121,0.59664849,1168.421143,,Maize,2.89,West Bukusu,Bumula,Bungoma
2016,LR,34.4750032,0.574999264,34.48583687,0.599687336,1171.052612,,Maize,2.89,West Bukusu,Bumula,Bungoma
2016,LR,34.4750032,0.124999257,34.46583355,0.136350295,1171.052612,,Maize,2.89,North Gem,Gem,Siaya
2016,LR,34.9750032,0.874999268,34.97169567,0.852900703,1171.052612,,Maize,2.89,Ndalu/ Tabani,Tongaren,Bungoma
2016,LR,34.5750032,0.574999264,34.56635164,0.563568465,1171.052612,,Maize,2.89,West Sang'Alo,Kanduyi,Bungoma
2016,LR,34.8250032,0.824999267,34.8059194,0.801549046,1172.105347,,Maize,2.9,Milima,Tongaren,Bungoma
2016,LR,34.7250032,0.024999255,34.70547821,0.021695284,1173.684204,,Maize,2.9,South Maragoli,Vihiga,Vihiga
2016,LR,34.4750032,0.024999255,34.46718958,0.024501812,1176.315796,,Maize,2.91,South Gem,Gem,Siaya
2016,LR,34.5250032,0.174999258,34.5299159,0.181004022,1178.947388,,Maize,2.91,Marenyo - Shianda,Butere,Kakamega
2016,LR,34.6250032,0.374999261,34.6292838,0.353861888,1181.578979,,Maize,2.92,Malaha/Isongo/Makunga,Mumias East,Kakamega
2016,LR,34.6750032,0.174999258,34.65872487,0.160951861,1181.578979,,Maize,2.92,Kisa North,Khwisero,Kakamega
2016,LR,34.32500319,0.124999257,34.32858945,0.12050109,1181.578979,,Maize,2.92,North Alego,Alego Usonga,Siaya
2016,LR,34.4750032,0.274999259,34.45739182,0.265763972,1184.210571,,Maize,2.93,Musanda,Mumias West,Kakamega
2016,LR,35.0250032,-0.425000751,35.0150681,-0.400395969,1184.210571,,Maize,2.93,Kabondo East,Kabondo Kasipul,Homa Bay
2016,LR,34.8750032,-0.475000752,34.8984592,-0.469749011,1184.210571,,Maize,2.93,Kabondo West,Kabondo Kasipul,Homa Bay
2016,LR,34.4750032,0.724999266,34.4707786,0.74077548,1184.210571,,Maize,2.93,Malakisi/South Kulisiru,Sirisia,Bungoma
2016,LR,34.9750032,0.874999268,34.99403553,0.885591347,1186.842041,,Maize,2.93,Ndalu/ Tabani,Tongaren,Bungoma
2016,LR,34.17500319,0.474999262,34.15292739,0.482192156,1186.842041,,Maize,2.93,Chakol South,Teso South,Busia
2016,LR,34.27500319,0.374999261,34.25930837,0.377649703,1189.473755,,Maize,2.94,Kingandole,Butula,Busia
2016,LR,34.8250032,-0.425000751,34.81780518,-0.409370349,1189.473755,,Maize,2.94,Kabondo West,Kabondo Kasipul,Homa Bay
2016,LR,34.6750032,0.32499926,34.66122082,0.311847001,1189.473755,,Maize,2.94,Shinoyi-Shikomari-Esumeyia,Navakholo,Kakamega
2016,LR,34.6250032,0.32499926,34.64003821,0.314251004,1189.473755,,Maize,2.94,Shinoyi-Shikomari-Esumeyia,Navakholo,Kakamega
2016,LR,34.6750032,0.124999257,34.66655374,0.124486224,1189.473755,,Maize,2.94,North East Bunyore,Emuhaya,Vihiga
2016,LR,34.8750032,-0.825000757,34.88134808,-0.821162451,1189.473755,,Maize,2.94,Gesusu,Nyaribari Masaba,Kisii
2016,LR,34.7750032,-0.725000756,34.7940657,-0.744664706,1192.105225,,Maize,2.95,Kiogoro,Nyaribari Chache,Kisii
2016,LR,34.7750032,-0.725000756,34.7838644,-0.700118606,1192.105225,,Maize,2.95,Bobaracho,Nyaribari Chache,Kisii
2016,LR,34.7750032,0.724999266,34.79706667,0.720877211,1192.105225,,Maize,2.95,Ndivisi,Webuye East,Bungoma
2016,LR,34.5250032,0.274999259,34.52176872,0.269437347,1194.736938,,Maize,2.95,Marama Central,Butere,Kakamega
2016,LR,34.5750032,0.674999265,34.57264511,0.688143385,1194.736938,,Maize,2.95,Kabuchai/Chwele,Kabuchai,Bungoma
2016,LR,34.7750032,-0.675000755,34.79871235,-0.651882153,1194.736938,,Maize,2.95,Nyatieko,Kitutu Chache South,Kisii
2016,LR,34.6750032,0.474999262,34.67610491,0.460326411,1197.368408,,Maize,2.96,Bunyala East,Navakholo,Kakamega
2016,LR,34.7250032,0.474999262,34.72626474,0.493422062,1200,,Maize,2.97,Chevaywa,Lugari,Bungoma
2016,LR,34.4750032,-0.97500076,34.45509554,-0.994817641,1205.263184,,Maize,2.98,Kakrao,Suna East,Migori
2016,LR,34.6750032,-0.775000757,34.65401617,-0.799203403,1207.894775,,Maize,2.98,Boikang'A,South Mugirango,Kisii
2016,LR,34.7250032,0.074999256,34.70581151,0.09048075,1207.894775,,Maize,2.98,Lyaduywa/Izava,Sabatia,Vihiga
2016,LR,35.0750032,0.774999267,35.07039243,0.756372024,1207.894775,,Maize,2.98,Sango,Likuyani,Kakamega
2016,LR,35.12500321,0.824999267,35.13545282,0.849657464,1207.894775,,Maize,2.98,Kapkures,Soy,Uasin Gishu
2016,LR,35.17500321,1.02499927,35.16166445,1.008070859,1207.894775,,Maize,2.98,Motosiet,Cherangany,Trans Nzoia
2016,LR,34.17500319,0.424999261,34.18883777,0.438290984,1210.526367,,Maize,2.99,Busibwabo,Matayos,Busia
2016,LR,34.17500319,0.424999261,34.16415606,0.412331535,1210.526367,,Maize,2.99,Bukhayo West,Matayos,Busia
2016,LR,34.9250032,-0.375000751,34.92966243,-0.397968069,1210.526367,,Maize,2.99,Kabondo East,Kabondo Kasipul,Homa Bay
2016,LR,34.7750032,0.524999263,34.76724965,0.506321182,1210.526367,,Maize,2.99,Butali/Chegulo,Malava,Kakamega
2016,LR,34.5250032,-1.075000761,34.53047303,-1.050845906,1210.526367,,Maize,2.99,God Jope,Suna East,Migori
2016,LR,34.4750032,0.774999267,34.46107588,0.750138286,1210.526367,,Maize,2.99,Malakisi/South Kulisiru,Sirisia,Bungoma
2016,LR,34.32500319,0.724999266,34.32908847,0.745426476,1210.526367,,Maize,2.99,Ang'Urai North,Teso North,Busia
2016,LR,34.5250032,0.774999267,34.52867363,0.758698343,1210.526367,,Maize,2.99,Namwela,Sirisia,Bungoma
2016,LR,34.4750032,0.724999266,34.47278021,0.747544559,1210.526367,,Maize,2.99,Malakisi/South Kulisiru,Sirisia,Bungoma
2016,LR,34.42500319,0.724999266,34.42112985,0.739135165,1210.526367,,Maize,2.99,Ang'Urai East,Teso North,Busia
2016,LR,34.9250032,0.32499926,34.91720589,0.328831329,1213.157837,,Maize,3,Isukha East,Shinyalu,Kakamega
2016,LR,34.7250032,0.224999258,34.74767907,0.201460856,1213.157837,,Maize,3,Isukha South,Shinyalu,Kakamega
2016,LR,34.5750032,-0.825000757,34.58402531,-0.818024145,1213.157837,,Maize,3,East Kamagambo,Rongo,Migori
2016,LR,34.17500319,0.474999262,34.18952593,0.453130807,1215.789551,,Maize,3,Bukhayo West,Matayos,Busia
2016,LR,35.0250032,0.874999268,35.03874065,0.865766557,1215.789551,,Maize,3,Sinoko,Likuyani,Kakamega
2016,LR,34.6750032,-0.775000757,34.68000996,-0.763394739,1218.421021,,Maize,3.01,Tabaka,South Mugirango,Kisii
2016,LR,34.5750032,0.774999267,34.59658517,0.765940246,1218.421021,,Maize,3.01,Mukuyuni,Kabuchai,Bungoma
2016,LR,34.8250032,-0.725000756,34.84364245,-0.738939436,1221.052612,,Maize,3.02,Keumbu,Nyaribari Chache,Kisii
2016,LR,34.7250032,-0.475000752,34.73414916,-0.465386203,1221.052612,,Maize,3.02,Central Kasipul,Kasipul,Homa Bay
2016,LR,34.8750032,0.474999262,34.89290812,0.494568706,1223.684204,,Maize,3.02,Manda-Shivanga,Malava,Kakamega
2016,LR,34.42500319,-1.125000762,34.43462513,-1.110545676,1223.684204,,Maize,3.02,Wasweta Ii,Suna West,Migori
2016,LR,34.5750032,0.174999258,34.56673805,0.186481074,1226.315796,,Maize,3.03,Kisa Central,Khwisero,Kakamega
2016,LR,34.7250032,0.374999261,34.72786182,0.360183314,1226.315796,,Maize,3.03,Ingostse-Mathia,Navakholo,Kakamega
2016,LR,34.6250032,0.824999267,34.64647507,0.80021406,1226.315796,,Maize,3.03,Kibingei,Kimilili,Bungoma
2016,LR,34.17500319,0.174999258,34.19523287,0.185430245,1226.315796,,Maize,3.03,Ukwala,Ugenya,Siaya
2016,LR,34.5250032,0.674999265,34.53126826,0.665242349,1228.421021,,Maize,3.04,Marakaru/Tuuti,Kanduyi,Bungoma
