Year,Month,Dekad,Rainfall (mm),Average (mm),County
2017,11,1,99.32,63.6,Siaya
2017,11,2,24.16,51.42,Siaya
2017,11,3,28.54,51.02,Siaya
2017,12,1,13.38,36.56,Siaya
2017,12,2,3.36,26.28,Siaya
2017,12,3,8.5,35.96,Siaya
2018,1,1,4.62,19.38,Siaya
2018,1,2,12.58,21.68,Siaya
2018,1,3,6.68,20.64,Siaya
2018,2,1,2.92,23.06,Siaya
2018,2,2,33.28,22.2,Siaya
2018,2,3,42,19.64,Siaya
2018,3,1,57.16,41.76,Siaya
2018,3,2,106.3,45.78,Siaya
2018,3,3,64.02,65.24,Siaya
2018,4,1,105.54,72.72,Siaya
2018,4,2,111.6,75.04,Siaya
2018,4,3,85,90.42,Siaya
2018,5,1,106.7,83.04,Siaya
2018,5,2,100.7,72.04,Siaya
2018,5,3,102.2,72.74,Siaya
2018,6,1,39.82,43.34,Siaya
2018,6,2,27.96,41.62,Siaya
2018,6,3,57.4,32.78,Siaya
2018,7,1,23.52,23.3,Siaya
2018,7,2,18.2,22.54,Siaya
2018,7,3,21.26,32.44,Siaya
2018,8,1,18.16,31.38,Siaya
2018,8,2,13.86,35.34,Siaya
2018,8,3,62.76,41.3,Siaya
2018,9,1,24.72,46.34,Siaya
2018,9,2,28.28,49.42,Siaya
2018,9,3,25.36,45.42,Siaya
2018,10,1,49.7,43.46,Siaya
2018,10,2,100,48.8,Siaya
2018,10,3,58.98,55.98,Siaya
2018,11,1,40.64,63.6,Siaya
2018,11,2,54.08,51.42,Siaya
2018,11,3,3.38,51.02,Siaya
2018,12,1,73.82,36.56,Siaya
2018,12,2,54.78,26.28,Siaya
2018,12,3,30.68,35.96,Siaya
2019,1,1,2.86,19.38,Siaya
2019,1,2,13.78,21.68,Siaya
2019,1,3,2.82,20.64,Siaya
2019,2,1,2.14,23.06,Siaya
2019,2,2,29.22,22.2,Siaya
2019,2,3,72.22,19.64,Siaya
2019,3,1,73.42,41.76,Siaya
2019,3,2,1.52,45.78,Siaya
2019,3,3,31.26,65.24,Siaya
2019,4,1,21.24,72.72,Siaya
2019,4,2,35.86,75.04,Siaya
2019,4,3,133.96,90.42,Siaya
2019,5,1,67.66,83.04,Siaya
2019,5,2,78.16,72.04,Siaya
2019,5,3,108.98,72.74,Siaya
2019,6,1,55.92,43.34,Siaya
2019,6,2,32.62,41.62,Siaya
2019,6,3,37.24,32.78,Siaya
2019,7,1,29.56,23.3,Siaya
2019,7,2,83.44,22.54,Siaya
2019,7,3,27.8,32.44,Siaya
2019,8,1,66.2,31.38,Siaya
2019,8,2,25.4,35.34,Siaya
2019,8,3,71.54,41.3,Siaya
2019,9,1,59.3,46.34,Siaya
2019,9,2,34.12,49.42,Siaya
2019,9,3,62.5,45.42,Siaya
2019,10,1,79.66,43.46,Siaya
2019,10,2,157.2,48.8,Siaya
2019,10,3,116.26,55.98,Siaya
2019,11,1,34.14,63.6,Siaya
2019,11,2,74.32,51.42,Siaya
2019,11,3,119.32,51.02,Siaya
2019,12,1,79.32,36.56,Siaya
2019,12,2,41.76,26.28,Siaya
2019,12,3,57.38,35.96,Siaya
2020,1,1,13.04,19.38,Siaya
2020,1,2,15.78,21.68,Siaya
2020,1,3,79.02,20.64,Siaya
2020,2,1,42,23.06,Siaya
2020,2,2,24.1,22.2,Siaya
2020,2,3,29.86,19.64,Siaya
2020,3,1,86.88,41.76,Siaya
2020,3,2,100,45.78,Siaya
2020,3,3,90.96,65.24,Siaya
2020,4,1,46.24,72.72,Siaya
2020,4,2,83.24,75.04,Siaya
2020,4,3,35,90.42,Siaya
2020,5,1,79.94,83.04,Siaya
2020,5,2,60.48,72.04,Siaya
2020,5,3,52.14,72.74,Siaya
2020,6,1,55.48,43.34,Siaya
2020,6,2,45.4,41.62,Siaya
2020,6,3,35.38,32.78,Siaya
2020,7,1,36.26,23.3,Siaya
2020,7,2,31.84,22.54,Siaya
2020,7,3,35.54,32.44,Siaya
2020,8,1,20.36,31.38,Siaya
2020,8,2,55.3,35.34,Siaya
2020,8,3,64.36,41.3,Siaya
2020,9,1,80.1,46.34,Siaya
2020,9,2,41.5,49.42,Siaya
2020,9,3,77,45.42,Siaya
2020,10,1,74.7,43.46,Siaya
2020,10,2,61.62,48.8,Siaya
2020,10,3,70.28,55.98,Siaya
2020,11,1,73.96,63.6,Siaya
2020,11,2,121.16,51.42,Siaya
2020,11,3,145.9,51.02,Siaya
2020,12,1,31.12,36.56,Siaya
2020,12,2,12.82,26.28,Siaya
2020,12,3,28.46,35.96,Siaya
